,Platform,Year,Genre,Other_Sales
158,NES,1987,Fighting,0.07
159,NES,1987,Role-Playing,0.0
160,NES,1987,Fighting,0.03
161,NES,1987,Sports,0.0
162,NES,1987,Sports,0.0
163,NES,1987,Role-Playing,0.0
164,NES,1987,Platform,0.0
165,NES,1987,Role-Playing,0.0
166,NES,1987,Platform,0.01
167,2600,1987,Action,0.01
168,2600,1987,Action,0.0
169,2600,1987,Shooter,0.0
170,2600,1987,Shooter,0.0
171,2600,1987,Sports,0.0
172,2600,1987,Sports,0.0
173,NES,1988,Platform,0.46
174,NES,1988,Platform,0.19
175,NES,1988,Puzzle,0.11
176,NES,1988,Role-Playing,0.0
177,NES,1988,Sports,0.05
178,NES,1988,Racing,0.1
179,NES,1988,Platform,0.02
180,NES,1988,Action,0.01
181,GB,1988,Platform,0.03
182,NES,1988,Role-Playing,0.0
183,NES,1988,Sports,0.0
184,NES,1988,Role-Playing,0.0
185,2600,1988,Shooter,0.01
186,2600,1988,Action,0.0
187,PC,1988,Simulation,0.01
188,GB,1989,Puzzle,0.58
189,GB,1989,Platform,0.42
190,GB,1989,Puzzle,0.2
191,NES,1989,Action,0.04
192,GB,1989,Sports,0.04
193,GB,1989,Sports,0.04
194,GB,1989,Puzzle,0.05
195,NES,1989,Platform,0.04
196,GB,1989,Sports,0.03
197,GB,1989,Misc,0.0
198,GB,1989,Shooter,0.04
199,GB,1989,Role-Playing,0.0
200,NES,1989,Role-Playing,0.0
201,NES,1989,Platform,0.01
202,2600,1989,Action,0.01
203,2600,1989,Puzzle,0.0
204,NES,1989,Puzzle,0.0
205,SNES,1990,Platform,0.55
206,NES,1990,Puzzle,0.1
207,GB,1990,Racing,0.4
208,NES,1990,Role-Playing,0.01
209,SNES,1990,Racing,0.07
210,GEN,1990,Action,0.08
211,NES,1990,Action,0.03
212,SNES,1990,Action,0.03
213,NES,1990,Sports,0.05
214,NES,1990,Role-Playing,0.01
215,NES,1990,Platform,0.02
216,NES,1990,Platform,0.0
217,GB,1990,Puzzle,0.03
218,SNES,1990,Simulation,0.02
219,GB,1990,Sports,0.0
220,NES,1990,Sports,0.0
221,SNES,1991,Action,0.13
222,GEN,1991,Platform,0.13
223,SNES,1991,Simulation,0.04
224,SNES,1991,Role-Playing,0.12
225,GB,1991,Adventure,0.04
226,NES,1991,Puzzle,0.01
227,SNES,1991,Shooter,0.05
228,NES,1991,Action,0.02
229,SNES,1991,Platform,0.02
230,GB,1991,Racing,0.04
231,NES,1991,Sports,0.02
232,NES,1991,Platform,0.01
233,GB,1991,Role-Playing,0.0
234,GB,1991,Puzzle,0.0
235,SNES,1991,Platform,0.01
236,SNES,1991,Adventure,0.0
237,NES,1991,Puzzle,0.1
238,SNES,1991,Action,0.0
239,SNES,1991,Fighting,0.0
240,SNES,1991,Sports,0.0
241,GB,1991,Role-Playing,0.0
242,SNES,1991,Sports,0.0
243,SNES,1991,Strategy,0.0
244,NES,1991,Puzzle,0.0
245,SNES,1991,Role-Playing,0.0
246,GB,1991,Platform,0.0
247,NES,1991,Sports,0.0
248,GB,1991,Platform,0.0
249,SNES,1991,Action,0.0
250,SNES,1991,Strategy,0.0
251,SNES,1991,Shooter,0.0
252,SNES,1991,Sports,0.0
253,GB,1991,Strategy,0.0
254,SNES,1991,Strategy,0.0
255,SNES,1991,Simulation,0.0
256,SNES,1991,Sports,0.0
257,SNES,1991,Shooter,0.0
258,SNES,1991,Misc,0.0
259,SNES,1991,Sports,0.0
260,GB,1991,Action,0.0
261,SNES,1991,Role-Playing,0.0
262,GB,1992,Adventure,0.29
263,SNES,1992,Racing,0.18
264,SNES,1992,Fighting,0.12
265,GEN,1992,Platform,0.19
266,GB,1992,Platform,0.11
267,SNES,1992,Fighting,0.07
268,GB,1992,Action,0.13
269,SNES,1992,Role-Playing,0.01
270,SNES,1992,Misc,0.07
271,GEN,1992,Fighting,0.09
272,SNES,1992,Role-Playing,0.02
273,GB,1992,Misc,0.05
274,PC,1992,Simulation,0.1
275,GEN,1992,Sports,0.05
276,GB,1992,Puzzle,0.03
277,GEN,1992,Fighting,0.04
278,GB,1992,Puzzle,0.03
279,SNES,1992,Platform,0.03
280,NES,1992,Puzzle,0.02
281,SNES,1992,Role-Playing,0.0
282,NES,1992,Platform,0.01
283,PC,1992,Adventure,0.0
284,SNES,1992,Role-Playing,0.0
285,SNES,1992,Puzzle,0.0
286,SNES,1992,Sports,0.0
287,SNES,1992,Fighting,0.0
288,SNES,1992,Strategy,0.0
289,SNES,1992,Sports,0.0
290,SNES,1992,Racing,0.0
291,GB,1992,Puzzle,0.0
292,SNES,1992,Platform,0.0
293,SNES,1992,Adventure,0.0
294,SNES,1992,Sports,0.0
295,SNES,1992,Shooter,0.0
296,GEN,1992,Shooter,0.0
297,GEN,1992,Adventure,0.0
298,NES,1992,Fighting,0.0
299,SNES,1992,Role-Playing,0.0
300,PC,1992,Strategy,0.01
301,SNES,1992,Fighting,0.0
302,GG,1992,Platform,0.0
303,PC,1992,Shooter,0.0
304,PC,1992,Strategy,0.0
305,SNES,1993,Platform,0.29
306,SNES,1993,Shooter,0.07
307,SNES,1993,Fighting,0.03
308,SNES,1993,Fighting,0.06
309,SNES,1993,Role-Playing,0.02
310,SNES,1993,Platform,0.27
311,NES,1993,Platform,0.02
312,SNES,1993,Puzzle,0.01
313,SCD,1993,Platform,0.05
314,SNES,1993,Fighting,0.0
315,SNES,1993,Fighting,0.0
316,SNES,1993,Role-Playing,0.0
317,SNES,1993,Platform,0.01
318,SNES,1993,Role-Playing,0.0
319,SNES,1993,Action,0.02
320,NES,1993,Puzzle,0.02
321,SNES,1993,Sports,0.0
322,SNES,1993,Role-Playing,0.0
323,SNES,1993,Fighting,0.0
324,SNES,1993,Sports,0.0
325,SNES,1993,Strategy,0.0
326,SNES,1993,Platform,0.0
327,SNES,1993,Sports,0.0
328,SNES,1993,Sports,0.0
329,NES,1993,Platform,0.01
330,SNES,1993,Puzzle,0.0
331,SNES,1993,Platform,0.0
332,SNES,1993,Fighting,0.0
333,SNES,1993,Fighting,0.0
334,NES,1993,Action,0.01
335,SNES,1993,Racing,0.0
336,SNES,1993,Role-Playing,0.0
337,SNES,1993,Platform,0.0
338,SNES,1993,Fighting,0.0
339,SNES,1993,Action,0.0
340,SNES,1993,Misc,0.0
341,GEN,1993,Strategy,0.0
342,SNES,1993,Simulation,0.0
343,SNES,1993,Sports,0.0
344,SNES,1993,Sports,0.0
345,GEN,1993,Fighting,0.0
346,NG,1993,Fighting,0.0
347,SNES,1993,Role-Playing,0.0
348,SNES,1993,Sports,0.0
349,SNES,1993,Sports,0.0
350,SNES,1993,Role-Playing,0.0
351,SNES,1993,Shooter,0.0
352,GEN,1993,Adventure,0.0
353,GEN,1993,Action,0.0
354,NG,1993,Fighting,0.0
355,SNES,1993,Action,0.0
356,GEN,1993,Action,0.0
357,SNES,1993,Misc,0.0
358,SNES,1993,Platform,0.0
359,SNES,1993,Role-Playing,0.0
360,GEN,1993,Platform,0.0
361,SNES,1993,Misc,0.0
362,SNES,1993,Sports,0.0
363,GEN,1993,Role-Playing,0.0
364,SNES,1993,Racing,0.0
365,SNES,1994,Platform,0.23
366,GB,1994,Platform,0.15
367,GB,1994,Platform,0.11
368,PC,1994,Shooter,0.16
369,SNES,1994,Role-Playing,0.02
370,GB,1994,Platform,0.34
371,PC,1994,Adventure,0.0
372,PC,1994,Misc,0.1
373,PC,1994,Strategy,0.11
374,PC,1994,Shooter,0.09
375,GEN,1994,Platform,0.12
376,SNES,1994,Platform,0.06
377,GEN,1994,Platform,0.07
378,SNES,1994,Fighting,0.05
379,SNES,1994,Action,0.02
380,GEN,1994,Platform,0.05
381,SNES,1994,Sports,0.03
382,GEN,1994,Fighting,0.04
383,PS,1994,Fighting,0.08
384,GEN,1994,Sports,0.03
385,SAT,1994,Fighting,0.02
386,SNES,1994,Simulation,0.0
387,SNES,1994,Sports,0.0
388,SNES,1994,Adventure,0.0
389,SNES,1994,Puzzle,0.0
390,SNES,1994,Role-Playing,0.0
391,PS,1994,Racing,0.05
392,PS,1994,Shooter,0.05
393,SNES,1994,Puzzle,0.0
394,SNES,1994,Role-Playing,0.0
395,SNES,1994,Sports,0.0
396,PS,1994,Simulation,0.04
397,SNES,1994,Fighting,0.0
398,SAT,1994,Racing,0.0
399,SNES,1994,Strategy,0.0
400,SNES,1994,Sports,0.0
401,SNES,1994,Shooter,0.0
402,PS,1994,Sports,0.03
403,SNES,1994,Simulation,0.0
404,SNES,1994,Sports,0.0
405,SNES,1994,Fighting,0.0
406,SNES,1994,Sports,0.0
407,PS,1994,Sports,0.03
408,PS,1994,Shooter,0.02
409,SNES,1994,Sports,0.0
410,SNES,1994,Strategy,0.0
411,SNES,1994,Role-Playing,0.0
412,SNES,1994,Sports,0.0
413,SNES,1994,Fighting,0.0
414,SNES,1994,Role-Playing,0.0
415,SNES,1994,Platform,0.0
416,SNES,1994,Sports,0.0
417,PS,1994,Shooter,0.02
418,SNES,1994,Role-Playing,0.0
419,SNES,1994,Fighting,0.0
420,SAT,1994,Sports,0.0
421,SNES,1994,Role-Playing,0.0
422,SNES,1994,Misc,0.0
423,SNES,1994,Sports,0.0
424,SAT,1994,Simulation,0.0
425,SNES,1994,Sports,0.0
426,SNES,1994,Simulation,0.0
427,GEN,1994,Racing,0.0
428,SAT,1994,Shooter,0.0
429,PS,1994,Strategy,0.02
430,NG,1994,Fighting,0.0
431,NG,1994,Fighting,0.0
432,SNES,1994,Racing,0.0
433,NG,1994,Fighting,0.0
434,SAT,1994,Shooter,0.0
435,PS,1994,Simulation,0.01
436,SNES,1994,Strategy,0.0
437,SNES,1994,Shooter,0.0
438,SAT,1994,Racing,0.0
439,SNES,1994,Fighting,0.0
440,GEN,1994,Role-Playing,0.0
441,SCD,1994,Strategy,0.0
442,NG,1994,Fighting,0.0
443,SNES,1994,Role-Playing,0.0
444,SAT,1994,Fighting,0.0
445,SNES,1994,Fighting,0.0
446,SAT,1994,Fighting,0.0
447,PS,1994,Fighting,0.01
448,PS,1994,Sports,0.01
449,NES,1994,Role-Playing,0.0
450,PS,1994,Shooter,0.01
451,PS,1994,Role-Playing,0.01
452,SAT,1994,Platform,0.0
453,SAT,1994,Simulation,0.0
454,PS,1994,Role-Playing,0.01
455,GEN,1994,Fighting,0.0
456,GEN,1994,Role-Playing,0.0
457,SNES,1994,Role-Playing,0.0
458,SAT,1994,Racing,0.0
459,SCD,1994,Racing,0.0
460,SNES,1994,Sports,0.0
461,SNES,1994,Action,0.0
462,PS,1994,Racing,0.0
463,PS,1994,Adventure,0.0
464,SAT,1994,Shooter,0.0
465,SAT,1994,Sports,0.0
466,SCD,1994,Role-Playing,0.0
467,SAT,1994,Adventure,0.0
468,SCD,1994,Misc,0.0
469,SNES,1994,Misc,0.0
470,SAT,1994,Fighting,0.0
471,SCD,1994,Misc,0.0
472,SAT,1994,Sports,0.0
473,SAT,1994,Fighting,0.0
474,GEN,1994,Sports,0.0
475,GEN,1994,Platform,0.0
476,SNES,1994,Role-Playing,0.0
477,SNES,1994,Role-Playing,0.0
478,GEN,1994,Misc,0.0
479,SNES,1994,Action,0.0
480,SNES,1994,Action,0.0
481,3DO,1994,Puzzle,0.0
482,SNES,1994,Fighting,0.0
483,SAT,1994,Sports,0.0
484,SNES,1994,Sports,0.0
485,PC,1994,Fighting,0.0
486,SNES,1995,Platform,0.11
487,PC,1995,Strategy,0.23
488,SNES,1995,Platform,0.09
489,PS,1995,Misc,0.06
490,PS,1995,Fighting,0.22
491,SNES,1995,Fighting,0.1
492,SNES,1995,Role-Playing,0.0
493,PS,1995,Platform,0.16
494,GB,1995,Platform,0.05
495,SNES,1995,Role-Playing,0.01
496,SAT,1995,Fighting,0.03
497,PS,1995,Simulation,0.05
498,PS,1995,Action,0.05
499,SNES,1995,Role-Playing,0.01
500,PS,1995,Racing,0.08
501,SAT,1995,Racing,0.02
502,SNES,1995,Sports,0.0
503,PS,1995,Role-Playing,0.01
504,PS,1995,Racing,0.07
505,SNES,1995,Sports,0.02
506,PS,1995,Racing,0.07
507,PS,1995,Racing,0.06
508,SNES,1995,Role-Playing,0.0
509,PS,1995,Platform,0.06
510,PS,1995,Sports,0.06
511,PS,1995,Fighting,0.05
512,SNES,1995,Role-Playing,0.0
513,PS,1995,Fighting,0.05
514,SAT,1995,Shooter,0.0
515,GB,1995,Puzzle,0.0
516,PS,1995,Role-Playing,0.04
517,SNES,1995,Strategy,0.0
518,PS,1995,Simulation,0.04
519,PS,1995,Role-Playing,0.04
520,PS,1995,Fighting,0.04
521,PS,1995,Sports,0.03
522,SNES,1995,Simulation,0.0
523,SNES,1995,Puzzle,0.0
524,PS,1995,Action,0.03
525,SNES,1995,Misc,0.0
526,PS,1995,Simulation,0.03
527,SNES,1995,Sports,0.0
528,PS,1995,Role-Playing,0.03
529,PS,1995,Action,0.03
530,SNES,1995,Sports,0.0
531,SAT,1995,Fighting,0.0
532,SAT,1995,Action,0.0
533,SNES,1995,Puzzle,0.0
534,SAT,1995,Fighting,0.0
535,SNES,1995,Role-Playing,0.0
536,SNES,1995,Role-Playing,0.0
537,SAT,1995,Role-Playing,0.0
538,SNES,1995,Strategy,0.0
539,SAT,1995,Shooter,0.0
540,PS,1995,Fighting,0.02
541,SNES,1995,Action,0.0
542,SAT,1995,Shooter,0.0
543,SAT,1995,Fighting,0.0
544,PS,1995,Fighting,0.02
545,GB,1995,Puzzle,0.0
546,PS,1995,Misc,0.02
547,SAT,1995,Fighting,0.0
548,PS,1995,Sports,0.02
549,SNES,1995,Platform,0.0
550,SAT,1995,Shooter,0.0
551,GB,1995,Misc,0.0
552,PS,1995,Platform,0.02
553,SAT,1995,Role-Playing,0.0
554,SNES,1995,Sports,0.0
555,SNES,1995,Role-Playing,0.0
556,SAT,1995,Role-Playing,0.0
557,SNES,1995,Fighting,0.0
558,SAT,1995,Fighting,0.0
559,SNES,1995,Platform,0.01
560,PS,1995,Sports,0.02
561,SNES,1995,Misc,0.0
562,SNES,1995,Sports,0.0
563,PS,1995,Shooter,0.02
564,SNES,1995,Puzzle,0.0
565,PS,1995,Sports,0.02
566,PS,1995,Strategy,0.02
567,PS,1995,Sports,0.02
568,PS,1995,Sports,0.02
569,SAT,1995,Fighting,0.0
570,PS,1995,Shooter,0.01
571,SAT,1995,Sports,0.0
572,SNES,1995,Fighting,0.0
573,SAT,1995,Fighting,0.0
574,NG,1995,Fighting,0.0
575,SNES,1995,Strategy,0.0
576,PS,1995,Puzzle,0.01
577,SAT,1995,Simulation,0.0
578,PS,1995,Sports,0.01
579,SAT,1995,Misc,0.0
580,PS,1995,Fighting,0.01
581,PS,1995,Role-Playing,0.01
582,PS,1995,Racing,0.01
583,SAT,1995,Shooter,0.0
584,PS,1995,Role-Playing,0.01
585,SNES,1995,Sports,0.0
586,PS,1995,Sports,0.01
587,PS,1995,Shooter,0.01
588,SAT,1995,Sports,0.0
589,SNES,1995,Puzzle,0.0
590,SAT,1995,Fighting,0.0
591,PS,1995,Role-Playing,0.01
592,PS,1995,Shooter,0.01
593,PS,1995,Simulation,0.01
594,TG16,1995,Adventure,0.0
595,PS,1995,Action,0.01
596,PS,1995,Shooter,0.01
597,SAT,1995,Racing,0.0
598,PS,1995,Strategy,0.01
599,PS,1995,Strategy,0.01
600,PS,1995,Shooter,0.01
601,PS,1995,Sports,0.01
602,SNES,1995,Role-Playing,0.0
603,PS,1995,Sports,0.01
604,SAT,1995,Shooter,0.0
605,SAT,1995,Racing,0.0
606,SAT,1995,Misc,0.0
607,PS,1995,Strategy,0.01
608,SAT,1995,Strategy,0.0
609,SAT,1995,Misc,0.0
610,PS,1995,Misc,0.01
611,PS,1995,Sports,0.01
612,PS,1995,Strategy,0.01
613,SAT,1995,Role-Playing,0.0
614,PS,1995,Shooter,0.01
615,SNES,1995,Role-Playing,0.0
616,PS,1995,Adventure,0.01
617,SNES,1995,Role-Playing,0.0
618,PS,1995,Shooter,0.01
619,PS,1995,Fighting,0.01
620,PS,1995,Action,0.01
621,SAT,1995,Shooter,0.0
622,SAT,1995,Misc,0.0
623,SNES,1995,Racing,0.0
624,SNES,1995,Sports,0.0
625,SNES,1995,Role-Playing,0.0
626,PS,1995,Strategy,0.01
627,SAT,1995,Misc,0.0
628,PS,1995,Simulation,0.01
629,PS,1995,Shooter,0.01
630,SNES,1995,Platform,0.0
631,SAT,1995,Fighting,0.0
632,PS,1995,Shooter,0.01
633,PS,1995,Action,0.01
634,SAT,1995,Simulation,0.0
635,SAT,1995,Misc,0.0
636,PS,1995,Fighting,0.01
637,PS,1995,Sports,0.01
638,NG,1995,Fighting,0.0
639,PS,1995,Shooter,0.01
640,PS,1995,Simulation,0.01
641,PS,1995,Sports,0.01
642,SAT,1995,Strategy,0.0
643,PS,1995,Simulation,0.0
644,SAT,1995,Strategy,0.0
645,PS,1995,Adventure,0.0
646,PS,1995,Sports,0.0
647,SAT,1995,Racing,0.0
648,PS,1995,Shooter,0.0
649,PS,1995,Shooter,0.0
650,SAT,1995,Misc,0.0
651,PS,1995,Shooter,0.0
652,PS,1995,Puzzle,0.0
653,PS,1995,Shooter,0.0
654,SNES,1995,Simulation,0.0
655,SAT,1995,Adventure,0.0
656,PS,1995,Puzzle,0.0
657,SAT,1995,Adventure,0.0
658,3DO,1995,Adventure,0.0
659,PS,1995,Fighting,0.0
660,SNES,1995,Platform,0.0
661,SAT,1995,Shooter,0.0
662,PS,1995,Fighting,0.0
663,SNES,1995,Adventure,0.0
664,PS,1995,Racing,0.0
665,PS,1995,Shooter,0.0
666,SAT,1995,Misc,0.0
667,SNES,1995,Sports,0.0
668,SAT,1995,Puzzle,0.0
669,SNES,1995,Shooter,0.0
670,SNES,1995,Misc,0.0
671,PS,1995,Platform,0.0
672,SAT,1995,Adventure,0.0
673,SNES,1995,Puzzle,0.0
674,PS,1995,Puzzle,0.0
675,PS,1995,Shooter,0.0
676,PS,1995,Simulation,0.0
677,SAT,1995,Misc,0.0
678,SNES,1995,Platform,0.0
679,PS,1995,Shooter,0.0
680,SNES,1995,Role-Playing,0.0
681,SNES,1995,Racing,0.0
682,PS,1995,Simulation,0.0
683,SAT,1995,Misc,0.0
684,PS,1995,Misc,0.0
685,PS,1995,Adventure,0.0
686,SAT,1995,Adventure,0.0
687,NG,1995,Fighting,0.0
688,SNES,1995,Misc,0.0
689,SNES,1995,Strategy,0.0
690,PS,1995,Fighting,0.0
691,SNES,1995,Misc,0.0
692,SAT,1995,Fighting,0.0
693,SAT,1995,Shooter,0.0
694,PS,1995,Sports,0.0
695,PS,1995,Platform,0.0
696,SNES,1995,Sports,0.0
697,PS,1995,Adventure,0.0
698,SAT,1995,Misc,0.0
699,PS,1995,Adventure,0.0
700,3DO,1995,Simulation,0.0
701,TG16,1995,Shooter,0.0
702,NG,1995,Sports,0.0
703,PC,1995,Misc,0.0
704,PS,1995,Adventure,0.0
705,GB,1996,Role-Playing,1.0
706,N64,1996,Platform,0.23
707,N64,1996,Racing,0.15
708,PS,1996,Platform,0.3
709,PS,1996,Fighting,0.23
710,PC,1996,Simulation,0.2
711,PS,1996,Action,0.73
712,PS,1996,Action,0.24
713,PS,1996,Misc,0.06
714,PS,1996,Action,0.25
715,SNES,1996,Platform,0.08
716,N64,1996,Racing,0.04
717,PC,1996,Strategy,0.14
718,PS,1996,Fighting,0.11
719,N64,1996,Action,0.03
720,PS,1996,Racing,0.07
721,PS,1996,Puzzle,0.07
722,GB,1996,Platform,0.08
723,SNES,1996,Role-Playing,0.03
724,PS,1996,Misc,0.03
725,PS,1996,Racing,0.07
726,N64,1996,Racing,0.01
727,PC,1996,Role-Playing,0.0
728,PS,1996,Fighting,0.1
729,PS,1996,Shooter,0.1
730,PS,1996,Racing,0.04
731,GB,1996,Simulation,0.01
732,SNES,1996,Platform,0.02
733,PS,1996,Sports,0.05
734,SNES,1996,Role-Playing,0.0
735,PS,1996,Sports,0.09
736,PS,1996,Racing,0.09
737,PS,1996,Sports,0.04
738,PS,1996,Simulation,0.08
739,PS,1996,Simulation,0.08
740,PS,1996,Racing,0.08
741,PS,1996,Racing,0.08
742,N64,1996,Simulation,0.02
743,PS,1996,Role-Playing,0.13
744,SNES,1996,Sports,0.01
745,PS,1996,Action,0.07
746,PC,1996,Action,0.0
747,PS,1996,Sports,0.07
748,N64,1996,Fighting,0.02
749,PS,1996,Role-Playing,0.06
750,PS,1996,Misc,0.06
751,PS,1996,Sports,0.06
752,PS,1996,Fighting,0.06
753,SNES,1996,Racing,0.0
754,PS,1996,Platform,0.06
755,PS,1996,Shooter,0.06
756,PS,1996,Sports,0.06
757,PS,1996,Fighting,0.06
758,PS,1996,Adventure,0.05
759,N64,1996,Fighting,0.01
760,PS,1996,Racing,0.05
761,PS,1996,Racing,0.05
762,PS,1996,Shooter,0.05
763,PS,1996,Shooter,0.04
764,PS,1996,Fighting,0.04
765,SAT,1996,Fighting,0.0
766,SNES,1996,Role-Playing,0.0
767,SNES,1996,Strategy,0.0
768,PS,1996,Role-Playing,0.04
769,SAT,1996,Adventure,0.0
770,PS,1996,Shooter,0.04
771,PS,1996,Misc,0.04
772,PS,1996,Adventure,0.03
773,PS,1996,Misc,0.03
774,N64,1996,Sports,0.0
775,PS,1996,Sports,0.03
776,PS,1996,Strategy,0.03
777,SNES,1996,Sports,0.0
778,PS,1996,Role-Playing,0.03
779,PS,1996,Shooter,0.03
780,PS,1996,Sports,0.03
781,PS,1996,Sports,0.03
782,SNES,1996,Sports,0.0
783,PS,1996,Role-Playing,0.03
784,PS,1996,Sports,0.03
785,PS,1996,Role-Playing,0.03
786,SNES,1996,Puzzle,0.0
787,SAT,1996,Adventure,0.0
788,SAT,1996,Platform,0.0
789,PS,1996,Sports,0.03
790,SAT,1996,Adventure,0.0
791,PS,1996,Racing,0.03
792,PS,1996,Misc,0.03
793,PS,1996,Strategy,0.03
794,PS,1996,Sports,0.03
795,PS,1996,Action,0.02
796,SAT,1996,Simulation,0.0
797,SAT,1996,Adventure,0.0
798,GB,1996,Puzzle,0.0
799,SAT,1996,Fighting,0.0
800,PS,1996,Action,0.02
801,PS,1996,Racing,0.02
802,PS,1996,Sports,0.02
803,PS,1996,Action,0.02
804,SNES,1996,Misc,0.0
805,PS,1996,Adventure,0.02
806,SNES,1996,Role-Playing,0.0
807,SAT,1996,Shooter,0.0
808,SAT,1996,Strategy,0.0
809,PS,1996,Fighting,0.02
810,SAT,1996,Sports,0.0
811,PS,1996,Misc,0.02
812,PS,1996,Sports,0.02
813,PS,1996,Misc,0.02
814,PS,1996,Sports,0.02
815,SAT,1996,Shooter,0.0
816,PS,1996,Fighting,0.02
817,PS,1996,Simulation,0.02
